Layers,Mixes_per_Layer,Run,Target_Index,Entropy
3,4,9,18,9.873773443404847
3,4,10,18,9.891576174526977
3,4,11,18,8.924387948595168
3,4,12,18,9.897100640919186
3,4,13,18,9.583813392364865
3,4,14,18,9.893127184637631
3,4,0,19,9.263657834262805
3,4,1,19,9.655379093406532
3,4,2,19,9.734231479495909
3,4,3,19,9.675209953729208
3,4,4,19,9.61581150225507
3,4,5,19,9.434251279344409
3,4,6,19,9.722488831886785
3,4,7,19,6.649101827334693
3,4,8,19,9.786564850464696
3,4,9,19,9.489729796562408
3,4,10,19,9.7771589168194
3,4,11,19,7.729451725851791
3,4,12,19,9.803081584626153
3,4,13,19,9.197235604906952
3,4,14,19,9.70101077120783
3,4,0,20,8.143565729133357
3,4,1,20,9.407913147979402
3,4,2,20,9.48073628984272
3,4,3,20,9.358680693026217
3,4,4,20,9.144558186179449
3,4,5,20,8.734279264254084
3,4,6,20,9.177802613014865
3,4,7,20,3.8280930396398682
3,4,8,20,9.599690081110285
3,4,9,20,8.941714488560823
3,4,10,20,9.474764498773473
3,4,11,20,5.5771232886471225
3,4,12,20,9.47538898979176
3,4,13,20,8.350763540725866
3,4,14,20,9.583081684347274
3,4,0,21,6.684273080459626
3,4,1,21,8.871051271479665
3,4,2,21,8.832765206547817
3,4,3,21,8.584222612074388
3,4,4,21,7.996186186946538
3,4,5,21,7.216788886290707
3,4,6,21,8.270194427133955
3,4,7,21,1.3384930354578686
3,4,8,21,9.074740667852188
3,4,9,21,7.336375739723297
3,4,10,21,8.788350833948364
3,4,11,21,3.0837586055497384
3,4,12,21,8.967444627348163
3,4,13,21,6.824312016977988
3,4,14,21,9.027227493905587
3,4,0,22,3.4344356227522326
3,4,1,22,7.42252117523044
3,4,2,22,7.923667840598932
3,4,3,22,6.865439597196122
3,4,4,22,6.468887914464822
3,4,5,22,5.191603685934375
3,4,6,22,6.490275783088461
3,4,7,22,0.0
3,4,8,22,7.9871759669300655
3,4,9,22,5.170190566600805
3,4,10,22,7.308759321178476
3,4,11,22,0.40090113904360697
3,4,12,22,7.618576919407043
3,4,13,22,4.313844281847952
3,4,14,22,8.091975023954683
3,5,0,0,9.916791162956441
3,5,1,0,10.023917681073279
3,5,2,0,9.991064183582987
3,5,3,0,9.997184997198096
3,5,4,0,10.009547780724386
3,5,5,0,9.949657114930522
3,5,6,0,9.814748438574757
3,5,7,0,10.082003915766135
3,5,8,0,9.900527605860638
3,5,9,0,9.87447057780808
3,5,10,0,9.840739150057118
3,5,11,0,9.906985671698063
3,5,12,0,9.863093910826365
3,5,13,0,9.93990956296531
3,5,14,0,9.88004958086099
3,5,0,1,9.889656891305453
3,5,1,1,9.972425047985219
3,5,2,1,9.967256048024772
3,5,3,1,10.085794932766092
3,5,4,1,9.990394621823704
